state,year,condition,instrument,measure,question_id,orientation,strat_category,strat_group,value,ci_lo,ci_hi,unit,suppressed,no_data,caution,footnote_symbol,footnote
VA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,False,True,False,*,No data available
VI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
VT,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",31.9,22.0,43.7,%,False,False,False,,
WA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",38.3,30.5,46.8,%,False,False,False,,
WI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WV,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
WY,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
AK,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.0,28.4,33.7,%,False,False,False,,
AK,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,26.4,30.2,%,False,False,False,,
AK,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.9,29.1,32.8,%,False,False,False,,
AL,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.5,35.7,39.3,%,False,False,False,,
AL,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",36.5,34.3,38.7,%,False,False,False,,
AL,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",38.4,36.0,40.9,%,False,False,False,,
AR,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.2,35.3,39.2,%,False,False,False,,
AR,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.1,35.0,39.2,%,False,False,False,,
AR,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.6,35.8,39.5,%,False,False,False,,
AZ,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.0,27.2,30.8,%,False,False,False,,
AZ,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.3,25.9,28.7,%,False,False,False,,
AZ,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.3,28.7,32.0,%,False,False,False,,
CA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.3,25.7,28.9,%,False,False,False,,
CA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.2,24.2,28.3,%,False,False,False,,
CA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.9,26.2,29.7,%,False,False,False,,
CO,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",23.4,22.3,24.5,%,False,False,False,,
CO,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",24.4,23.3,25.5,%,False,False,False,,
CO,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.3,24.0,26.6,%,False,False,False,,
CT,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.9,24.6,27.4,%,False,False,False,,
CT,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.3,25.9,28.9,%,False,False,False,,
CT,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.2,26.5,29.9,%,False,False,False,,
DC,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",19.3,17.0,21.8,%,False,False,False,,
DC,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",20.9,18.7,23.2,%,False,False,False,,
DC,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",21.1,18.9,23.4,%,False,False,False,,
DE,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.1,29.6,34.6,%,False,False,False,,
DE,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.3,28.0,32.7,%,False,False,False,,
DE,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.9,29.4,34.4,%,False,False,False,,
FL,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.6,28.1,31.3,%,False,False,False,,
FL,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,False,True,False,*,No data available
FL,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.2,26.5,30.0,%,False,False,False,,
GA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.4,28.6,32.3,%,False,False,False,,
GA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.9,31.1,34.7,%,False,False,False,,
GA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.4,29.7,33.1,%,False,False,False,,
GU,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.1,20.0,31.0,%,False,False,False,,
GU,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",20.2,14.0,28.3,%,False,False,False,,
GU,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",23.7,17.0,32.1,%,False,False,False,,
HI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",22.0,19.9,24.2,%,False,False,False,,
HI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",20.8,18.7,23.0,%,False,False,False,,
HI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",21.1,19.0,23.5,%,False,False,False,,
IA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.0,28.0,30.0,%,False,False,False,,
IA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.5,27.3,29.7,%,False,False,False,,
IA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.0,29.7,32.2,%,False,False,False,,
ID,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,26.5,30.2,%,False,False,False,,
ID,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.0,26.7,29.3,%,False,False,False,,
ID,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.0,26.5,29.5,%,False,False,False,,
IL,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.6,27.9,31.3,%,False,False,False,,
IL,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.6,24.5,28.7,%,False,False,False,,
IL,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.5,29.2,33.8,%,False,False,False,,
IN,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.1,29.9,32.4,%,False,False,False,,
IN,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.8,30.7,33.0,%,False,False,False,,
IN,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",35.1,33.9,36.3,%,False,False,False,,
KS,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.0,30.0,32.0,%,False,False,False,,
KS,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.3,30.5,32.1,%,False,False,False,,
KS,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.3,30.1,32.6,%,False,False,False,,
KY,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.9,36.2,39.6,%,False,False,False,,
KY,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",36.1,34.4,37.9,%,False,False,False,,
KY,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,False,True,False,*,No data available
LA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",34.8,32.9,36.8,%,False,False,False,,
LA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",34.1,32.3,35.9,%,False,False,False,,
LA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",37.9,35.8,40.0,%,False,False,False,,
MA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.8,24.4,27.1,%,False,False,False,,
MA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.0,24.6,27.4,%,False,False,False,,
MA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.7,26.2,29.2,%,False,False,False,,
MD,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.9,28.7,31.2,%,False,False,False,,
MD,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.8,28.4,31.1,%,False,False,False,,
MD,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.1,28.8,31.4,%,False,False,False,,
ME,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.3,29.9,32.8,%,False,False,False,,
ME,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,27.1,29.5,%,False,False,False,,
ME,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.1,28.9,31.4,%,False,False,False,,
MI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.7,29.4,32.0,%,False,False,False,,
MI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.0,29.7,32.3,%,False,False,False,,
MI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.0,30.7,33.4,%,False,False,False,,
MN,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.2,25.4,27.0,%,False,False,False,,
MN,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.6,25.7,27.4,%,False,False,False,,
MN,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.9,26.8,29.0,%,False,False,False,,
MO,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.3,25.9,28.8,%,False,False,False,,
MO,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.1,29.8,32.4,%,False,False,False,,
MO,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.7,30.2,33.3,%,False,False,False,,
MS,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",38.2,35.9,40.5,%,False,False,False,,
MS,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",36.4,34.2,38.6,%,False,False,False,,
MS,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",41.0,38.3,43.7,%,False,False,False,,
MT,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.0,23.8,26.3,%,False,False,False,,
MT,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.5,25.1,28.0,%,False,False,False,,
MT,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.6,26.2,29.0,%,False,False,False,,
NC,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.3,28.4,32.3,%,False,False,False,,
NC,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.4,27.6,31.2,%,False,False,False,,
NC,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.4,29.1,33.7,%,False,False,False,,
ND,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.8,26.3,29.3,%,False,False,False,,
ND,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.0,26.6,29.4,%,False,False,False,,
ND,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.9,28.5,31.4,%,False,False,False,,
NE,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.8,27.8,29.8,%,False,False,False,,
NE,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.2,28.2,30.2,%,False,False,False,,
NE,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.7,29.6,31.9,%,False,False,False,,
NH,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.9,26.3,29.7,%,False,False,False,,
NH,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.1,25.5,28.7,%,False,False,False,,
NH,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,26.7,29.9,%,False,False,False,,
NJ,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,False,True,False,*,No data available
NJ,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.6,25.8,29.4,%,False,False,False,,
NJ,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.0,28.0,32.0,%,False,False,False,,
NM,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.4,26.1,30.9,%,False,False,False,,
NM,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.9,28.6,33.3,%,False,False,False,,
NM,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.5,28.1,35.1,%,False,False,False,,
NV,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.7,27.9,33.6,%,False,False,False,,
NV,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.7,26.2,31.4,%,False,False,False,,
NV,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.9,28.5,35.5,%,False,False,False,,
NY,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.4,24.2,26.6,%,False,False,False,,
NY,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.1,25.2,27.0,%,False,False,False,,
NY,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.2,26.0,28.4,%,False,False,False,,
OH,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.4,29.1,31.7,%,False,False,False,,
OH,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.1,30.1,32.2,%,False,False,False,,
OH,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.4,31.3,33.6,%,False,False,False,,
OK,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",33.9,32.3,35.5,%,False,False,False,,
OK,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",35.8,33.9,37.7,%,False,False,False,,
OK,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",35.6,34.0,37.3,%,False,False,False,,
OR,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.6,26.2,29.0,%,False,False,False,,
OR,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.6,26.1,29.1,%,False,False,False,,
OR,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.7,28.2,31.3,%,False,False,False,,
PA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.6,27.1,30.1,%,False,False,False,,
PA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.5,27.0,30.0,%,False,False,False,,
PA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,False,True,False,*,No data available
PR,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PR,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
PR,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,True,False,False,****,Data suppressed; denominator < 50 or relative standard error > 30%
RI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.1,27.2,31.1,%,False,False,False,,
RI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.4,27.6,31.3,%,False,False,False,,
RI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.0,28.1,31.9,%,False,False,False,,
SC,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.8,31.2,34.5,%,False,False,False,,
SC,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.1,29.7,32.6,%,False,False,False,,
SC,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.4,30.0,32.9,%,False,False,False,,
SD,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.6,25.6,29.8,%,False,False,False,,
SD,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.8,28.0,33.8,%,False,False,False,,
SD,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",31.6,28.5,34.8,%,False,False,False,,
TN,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",34.6,32.9,36.3,%,False,False,False,,
TN,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",33.0,31.3,34.8,%,False,False,False,,
TN,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",35.2,33.4,37.0,%,False,False,False,,
TX,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.9,29.1,32.8,%,False,False,False,,
TX,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.1,30.2,34.1,%,False,False,False,,
TX,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.7,28.6,32.8,%,False,False,False,,
UT,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.8,25.9,27.8,%,False,False,False,,
UT,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.4,26.4,28.5,%,False,False,False,,
UT,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.7,26.6,28.8,%,False,False,False,,
VA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",30.2,28.8,31.5,%,False,False,False,,
VA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",29.9,28.6,31.2,%,False,False,False,,
VA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",32.5,30.5,34.5,%,False,False,False,,
VI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",,,,%,False,True,False,*,No data available
VI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",33.4,23.5,45.1,%,False,False,False,,
VI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",25.5,18.7,33.9,%,False,False,False,,
VT,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.4,24.9,28.0,%,False,False,False,,
VT,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",26.1,24.7,27.6,%,False,False,False,,
VT,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.7,26.3,29.2,%,False,False,False,,
WA,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,27.2,29.3,%,False,False,False,,
WA,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.4,26.3,28.5,%,False,False,False,,
WA,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.2,27.4,29.0,%,False,False,False,,
WI,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.7,26.1,29.3,%,False,False,False,,
WI,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",27.5,25.9,29.1,%,False,False,False,,
WI,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.3,27.2,29.5,%,False,False,False,,
WV,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",38.9,37.2,40.6,%,False,False,False,,
WV,2021,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",38.1,36.6,39.6,%,False,False,False,,
WV,2023,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",39.4,37.6,41.2,%,False,False,False,,
WY,2019,cardiovascular,brfss,prevalence,CVD01,direct,Race/Ethnicity,"White, non-Hispanic",28.2,26.4,30.1,%,False,False,False,,
