state,year,condition,instrument,measure,question_id,orientation,strat_category,strat_group,value,ci_lo,ci_hi,unit,suppressed,no_data,caution,footnote_symbol,footnote
PA,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,75.5,74.3,76.8,"cases per 100,000",False,False,False,,
RI,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,65.0,60.7,69.2,"cases per 100,000",False,False,False,,
RI,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,91.7,86.7,96.7,"cases per 100,000",False,False,False,,
RI,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,73.0,68.6,77.5,"cases per 100,000",False,False,False,,
RI,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,98.3,93.3,103.4,"cases per 100,000",False,False,False,,
SC,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,74.0,71.9,76.1,"cases per 100,000",False,False,False,,
SC,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,101.1,98.7,103.6,"cases per 100,000",False,False,False,,
SC,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,133.1,130.3,136.0,"cases per 100,000",False,False,False,,
SC,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,126.5,123.8,129.2,"cases per 100,000",False,False,False,,
SD,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,92.0,86.2,97.8,"cases per 100,000",False,False,False,,
SD,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,130.7,123.9,137.5,"cases per 100,000",False,False,False,,
SD,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,120.5,113.8,127.2,"cases per 100,000",False,False,False,,
SD,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,113.2,106.9,119.5,"cases per 100,000",False,False,False,,
TN,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,87.9,85.9,90.0,"cases per 100,000",False,False,False,,
TN,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,109.5,107.3,111.8,"cases per 100,000",False,False,False,,
TN,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,120.7,118.3,123.1,"cases per 100,000",False,False,False,,
TN,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,109.2,107.0,111.4,"cases per 100,000",False,False,False,,
TX,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,81.8,80.8,82.9,"cases per 100,000",False,False,False,,
TX,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,115.7,114.5,117.0,"cases per 100,000",False,False,False,,
TX,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,124.3,123.0,125.6,"cases per 100,000",False,False,False,,
TX,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,102.6,101.5,103.8,"cases per 100,000",False,False,False,,
UT,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,67.2,64.1,70.3,"cases per 100,000",False,False,False,,
UT,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,84.4,81.0,87.8,"cases per 100,000",False,False,False,,
UT,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,91.2,87.7,94.8,"cases per 100,000",False,False,False,,
UT,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,77.3,74.1,80.6,"cases per 100,000",False,False,False,,
VA,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,55.5,54.0,56.9,"cases per 100,000",False,False,False,,
VA,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,71.8,70.2,73.4,"cases per 100,000",False,False,False,,
VA,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,82.6,80.8,84.4,"cases per 100,000",False,False,False,,
VA,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,79.3,77.6,81.0,"cases per 100,000",False,False,False,,
VT,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,83.3,77.2,89.4,"cases per 100,000",False,False,False,,
VT,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,98.0,91.4,104.6,"cases per 100,000",False,False,False,,
VT,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,101.5,94.8,108.2,"cases per 100,000",False,False,False,,
VT,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,101.7,95.2,108.1,"cases per 100,000",False,False,False,,
WA,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,71.0,69.2,72.8,"cases per 100,000",False,False,False,,
WA,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,86.3,84.4,88.3,"cases per 100,000",False,False,False,,
WA,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,98.7,96.6,100.8,"cases per 100,000",False,False,False,,
WA,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,92.8,90.8,94.7,"cases per 100,000",False,False,False,,
WI,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,77.4,75.4,79.4,"cases per 100,000",False,False,False,,
WI,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,105.7,103.4,108.1,"cases per 100,000",False,False,False,,
WI,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,109.1,106.7,111.5,"cases per 100,000",False,False,False,,
WI,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,96.9,94.7,99.1,"cases per 100,000",False,False,False,,
WV,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,100.9,96.9,104.9,"cases per 100,000",False,False,False,,
WV,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,120.9,116.5,125.3,"cases per 100,000",False,False,False,,
WV,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,145.9,141.1,150.8,"cases per 100,000",False,False,False,,
WV,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,135.3,130.7,139.9,"cases per 100,000",False,False,False,,
WY,2019,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,75.7,69.2,82.3,"cases per 100,000",False,False,False,,
WY,2020,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,103.6,96.1,111.1,"cases per 100,000",False,False,False,,
WY,2021,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,115.0,107.0,123.0,"cases per 100,000",False,False,False,,
WY,2022,diabetes,nvss,mortality,DIA03,direct,Overall,Overall,105.1,97.5,112.6,"cases per 100,000",False,False,False,,
AK,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",55.0,38.9,75.5,"cases per 100,000",False,False,False,,
AK,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",86.2,66.4,110.1,"cases per 100,000",False,False,False,,
AK,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",109.4,86.6,136.4,"cases per 100,000",False,False,False,,
AK,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",79.1,60.8,101.3,"cases per 100,000",False,False,False,,
AL,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AL,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AL,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AL,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AR,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AR,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AR,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AR,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
AZ,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",163.9,146.9,180.8,"cases per 100,000",False,False,False,,
AZ,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",309.5,286.9,332.1,"cases per 100,000",False,False,False,,
AZ,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",290.9,268.7,313.1,"cases per 100,000",False,False,False,,
AZ,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",220.0,201.0,239.0,"cases per 100,000",False,False,False,,
CA,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",121.7,105.7,137.8,"cases per 100,000",False,False,False,,
CA,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",154.5,136.4,172.7,"cases per 100,000",False,False,False,,
CA,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",180.5,161.3,199.8,"cases per 100,000",False,False,False,,
CA,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",146.5,129.5,163.6,"cases per 100,000",False,False,False,,
CO,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",139.4,100.4,188.4,"cases per 100,000",False,False,False,,
CO,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",158.8,116.7,211.2,"cases per 100,000",False,False,False,,
CO,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",199.6,153.7,254.9,"cases per 100,000",False,False,False,,
CO,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",145.2,108.1,191.0,"cases per 100,000",False,False,False,,
CT,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
CT,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
CT,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
CT,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DC,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DC,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DC,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DC,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DE,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DE,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DE,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
DE,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
FL,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23.8,14.5,36.7,"cases per 100,000",False,False,False,,
FL,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",58.9,42.4,79.6,"cases per 100,000",False,False,False,,
FL,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",60.3,43.5,81.5,"cases per 100,000",False,False,False,,
FL,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",42.3,29.6,58.6,"cases per 100,000",False,False,False,,
GA,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
GA,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
GA,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
GA,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
HI,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
HI,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
HI,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
HI,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IA,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IA,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IA,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IA,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
ID,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",119.7,75.9,179.6,"cases per 100,000",False,False,False,,
ID,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",204.3,146.0,278.2,"cases per 100,000",False,False,False,,
ID,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",220.5,160.2,296.0,"cases per 100,000",False,False,False,,
ID,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",201.3,145.1,272.1,"cases per 100,000",False,False,False,,
IL,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IL,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IL,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IL,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IN,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IN,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IN,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
IN,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
KS,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
KS,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",121.9,75.5,186.3,"cases per 100,000",False,False,False,,
KS,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",127.8,80.1,193.4,"cases per 100,000",False,False,False,,
KS,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",158.9,101.8,236.4,"cases per 100,000",False,False,False,,
KY,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
KY,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
KY,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
KY,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
LA,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
LA,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",64.6,39.5,99.8,"cases per 100,000",False,False,False,,
LA,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
LA,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",54.6,32.9,85.3,"cases per 100,000",False,False,False,,
MA,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MA,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MA,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MA,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MD,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MD,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MD,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MD,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
ME,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
ME,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
ME,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
ME,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MI,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",98.2,73.7,128.1,"cases per 100,000",False,False,False,,
MI,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",127.7,99.4,161.6,"cases per 100,000",False,False,False,,
MI,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",145.9,116.0,181.1,"cases per 100,000",False,False,False,,
MI,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",95.1,73.3,121.5,"cases per 100,000",False,False,False,,
MN,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",292.3,238.7,345.9,"cases per 100,000",False,False,False,,
MN,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",401.6,340.8,462.5,"cases per 100,000",False,False,False,,
MN,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",422.9,362.7,483.2,"cases per 100,000",False,False,False,,
MN,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",366.8,312.1,421.6,"cases per 100,000",False,False,False,,
MO,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MO,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MO,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",58.0,34.4,91.7,"cases per 100,000",False,False,False,,
MO,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,"cases per 100,000",True,False,False,~,Data suppressed; too few respondents or cases
MS,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",238.2,161.9,338.1,"cases per 100,000",False,False,False,,
MS,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",427.6,323.8,554.0,"cases per 100,000",False,False,False,,
MS,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",354.9,264.2,466.6,"cases per 100,000",False,False,False,,
MS,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",265.8,186.2,368.0,"cases per 100,000",False,False,False,,
MT,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",232.8,186.1,279.4,"cases per 100,000",False,False,False,,
MT,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",366.2,309.6,422.7,"cases per 100,000",False,False,False,,
MT,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",348.0,292.3,403.8,"cases per 100,000",False,False,False,,
MT,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",279.5,232.1,327.0,"cases per 100,000",False,False,False,,
NC,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",93.8,76.0,111.6,"cases per 100,000",False,False,False,,
NC,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",115.1,95.9,134.3,"cases per 100,000",False,False,False,,
NC,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",159.6,136.4,182.9,"cases per 100,000",False,False,False,,
NC,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",139.6,118.9,160.3,"cases per 100,000",False,False,False,,
ND,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",177.9,125.9,244.2,"cases per 100,000",False,False,False,,
ND,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",323.3,250.1,411.3,"cases per 100,000",False,False,False,,
ND,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",288.7,221.3,370.1,"cases per 100,000",False,False,False,,
ND,2022,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",265.6,204.6,339.2,"cases per 100,000",False,False,False,,
NE,2019,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",201.8,121.5,315.1,"cases per 100,000",False,False,False,,
NE,2020,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",312.9,215.4,439.4,"cases per 100,000",False,False,False,,
NE,2021,diabetes,nvss,mortality,DIA03,direct,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",329.7,230.9,456.4,"cases per 100,000",False,False,False,,
