state,year,condition,brfss_prevalence_aa,brfss_prevalence_lo,brfss_prevalence_hi,nvss_mortality_aa,nvss_mortality_lo,nvss_mortality_hi,cms_hospitalization_aa,cms_hospitalization_lo,cms_hospitalization_hi,brfss_treatment_rate,brfss_treatment_lo,brfss_treatment_hi,brfss_treatment_question,n_suppressed
SD,2023,copd,5.3,4.2,6.6,,,,,,,64.2,51.0,75.5,COPD02,0
TN,2019,copd,8.9,8.0,9.8,147.9,143.5,152.3,11.63,11.36,11.89,48.5,40.8,56.3,COPD02,0
TN,2020,copd,8.6,7.6,9.7,142.0,137.8,146.3,6.72,6.52,6.92,56.1,46.6,65.2,COPD02,0
TN,2021,copd,9.3,8.4,10.4,142.7,138.4,147.0,5.87,5.68,6.06,62.7,55.5,69.4,COPD02,0
TN,2022,copd,10.6,9.6,11.7,129.9,125.8,133.9,5.53,5.34,5.71,52.9,46.4,59.3,COPD02,0
TN,2023,copd,9.3,8.3,10.4,,,,,,,53.3,44.4,62.0,COPD02,0
TX,2019,copd,5.1,4.5,5.7,108.0,105.9,110.1,8.7,8.57,8.83,67.1,60.4,73.1,COPD02,0
TX,2020,copd,4.9,4.3,5.7,100.5,98.5,102.5,4.99,4.89,5.09,67.3,57.1,76.1,COPD02,0
TX,2021,copd,5.8,5.2,6.6,99.2,97.2,101.2,4.74,4.64,4.83,62.5,53.3,70.8,COPD02,0
TX,2022,copd,5.6,5.0,6.2,94.5,92.6,96.4,5.05,4.95,5.15,70.0,63.2,76.0,COPD02,0
TX,2023,copd,4.8,4.2,5.5,,,,,,,68.6,60.4,75.8,COPD02,0
UT,2019,copd,4.3,3.8,4.7,86.0,80.0,92.0,2.6,2.37,2.82,77.3,71.5,82.1,COPD02,0
UT,2020,copd,4.3,3.8,4.7,90.6,84.6,96.6,1.87,1.68,2.06,78.6,72.4,83.7,COPD02,0
UT,2021,copd,4.4,3.9,4.9,83.5,77.7,89.3,1.92,1.73,2.11,76.4,69.9,81.9,COPD02,0
UT,2022,copd,4.4,3.9,5.0,83.4,77.7,89.1,2.24,2.03,2.45,80.1,73.4,85.4,COPD02,0
UT,2023,copd,3.8,3.3,4.2,,,,,,,83.2,78.4,87.1,COPD02,0
VA,2019,copd,6.1,5.5,6.7,99.0,95.7,102.3,7.02,6.85,7.19,64.4,58.7,69.8,COPD02,0
VA,2020,copd,5.3,4.8,5.9,89.2,86.1,92.2,4.51,4.38,4.65,60.4,51.4,68.8,COPD02,0
VA,2021,copd,6.0,5.4,6.6,85.3,82.2,88.3,3.88,3.76,4.01,67.0,60.2,73.2,COPD02,0
VA,2022,copd,6.5,5.9,7.2,81.5,78.7,84.4,3.92,3.8,4.05,64.8,56.7,72.1,COPD02,0
VA,2023,copd,6.3,5.5,7.2,,,,,,,70.8,63.1,77.4,COPD02,0
VI,2019,copd,,,,,,,,,,,,,COPD02,0
VI,2020,copd,,,,,,,,,,,,,COPD02,0
VI,2021,copd,,,,,,,,,,,,,COPD02,2
VI,2022,copd,1.0,0.6,1.6,,,,,,,,,,COPD02,1
VI,2023,copd,2.3,1.5,3.5,,,,,,,,,,COPD02,1
VT,2019,copd,5.7,5.0,6.5,100.7,89.6,111.8,4.29,3.89,4.69,46.9,38.2,55.7,COPD02,0
VT,2020,copd,5.2,4.6,5.9,100.7,89.7,111.7,2.72,2.4,3.04,46.5,36.8,56.5,COPD02,0
VT,2021,copd,5.7,5.0,6.5,86.2,76.1,96.3,2.93,2.6,3.26,48.4,39.4,57.4,COPD02,0
VT,2022,copd,5.9,5.3,6.6,80.9,71.3,90.5,2.94,2.6,3.28,61.2,50.4,71.1,COPD02,0
VT,2023,copd,5.4,4.8,6.2,,,,,,,69.2,62.2,75.5,COPD02,0
WA,2019,copd,4.8,4.3,5.2,93.8,90.3,97.2,3.91,3.76,4.05,58.2,50.4,65.6,COPD02,0
WA,2020,copd,4.9,4.5,5.4,80.4,77.2,83.5,2.47,2.36,2.59,67.0,60.1,73.2,COPD02,0
WA,2021,copd,4.7,4.3,5.1,80.3,77.1,83.5,2.09,1.98,2.2,69.1,61.9,75.5,COPD02,0
WA,2022,copd,4.8,4.5,5.2,83.8,80.7,87.0,2.3,2.19,2.42,73.3,69.1,77.2,COPD02,0
WA,2023,copd,4.0,3.8,4.3,,,,,,,76.7,72.9,80.1,COPD02,0
WI,2019,copd,4.9,4.2,5.8,101.2,97.4,105.1,7.38,7.14,7.62,53.2,43.7,62.5,COPD02,0
WI,2020,copd,4.7,4.0,5.5,97.4,93.7,101.2,4.48,4.29,4.67,59.8,47.4,71.1,COPD02,0
WI,2021,copd,4.9,4.1,5.9,87.9,84.3,91.5,4.05,3.87,4.24,63.2,52.2,73.0,COPD02,0
WI,2022,copd,5.8,5.3,6.5,92.1,88.5,95.7,4.19,4.0,4.37,61.2,53.8,68.1,COPD02,0
WI,2023,copd,5.2,4.8,5.8,,,,,,,59.9,49.6,69.5,COPD02,0
WV,2019,copd,10.7,9.8,11.7,174.4,165.9,183.0,14.73,14.22,15.25,53.6,47.0,60.1,COPD02,0
WV,2020,copd,11.9,11.0,12.9,167.2,158.8,175.5,8.81,8.4,9.22,51.6,44.0,59.2,COPD02,0
WV,2021,copd,11.5,10.6,12.4,165.0,156.6,173.3,7.8,7.4,8.19,53.8,47.2,60.3,COPD02,0
WV,2022,copd,12.3,11.1,13.5,172.8,164.3,181.3,7.67,7.27,8.07,44.1,36.8,51.6,COPD02,0
WV,2023,copd,10.8,9.7,11.9,,,,,,,55.2,46.9,63.2,COPD02,0
WY,2019,copd,6.0,5.2,7.0,144.9,130.0,159.9,4.36,3.92,4.81,33.0,25.799999999999997,41.0,COPD02,0
WY,2020,copd,5.5,4.8,6.3,147.6,132.7,162.6,2.62,2.28,2.97,65.3,52.9,76.0,COPD02,0
WY,2021,copd,5.6,4.8,6.6,134.3,119.8,148.9,2.19,1.88,2.5,55.5,45.8,64.8,COPD02,0
WY,2022,copd,6.0,5.3,6.8,126.5,112.9,140.1,2.56,2.23,2.89,68.1,57.5,77.0,COPD02,0
WY,2023,copd,6.6,5.7,7.7,,,,,,,76.2,69.3,82.0,COPD02,0
AK,2019,cardiovascular,32.8,30.4,35.3,129.7,120.5,138.9,9.8,9.05,10.55,43.5,39.7,47.4,CVD02,0
AK,2020,cardiovascular,,,,139.8,130.4,149.3,8.69,8.0,9.38,,,,,0
AK,2021,cardiovascular,29.9,28.3,31.6,154.7,144.6,164.8,9.53,8.81,10.24,51.4,47.6,55.2,CVD02,0
AK,2022,cardiovascular,,,,145.7,136.3,155.1,9.51,8.83,10.2,,,,,0
AK,2023,cardiovascular,32.6,31.1,34.2,,,,,,,53.2,49.8,56.5,CVD02,0
AL,2019,cardiovascular,39.4,38.1,40.8,219.6,215.8,223.4,31.2,30.69,31.72,67.2,64.0,70.3,CVD02,0
AL,2020,cardiovascular,,,,237.5,233.6,241.4,25.75,25.28,26.23,,,,,0
AL,2021,cardiovascular,39.4,37.6,41.2,247.5,243.5,251.6,30.03,29.5,30.56,69.0,63.9,73.6,CVD02,0
AL,2022,cardiovascular,,,,234.2,230.4,238.1,31.33,30.78,31.88,,,,,0
AL,2023,cardiovascular,41.0,39.1,42.9,,,,,,,62.1,57.8,66.2,CVD02,0
AR,2019,cardiovascular,38.2,36.5,40.0,226.5,221.6,231.3,23.48,22.98,23.98,63.2,59.3,66.9,CVD02,0
AR,2020,cardiovascular,,,,222.5,217.7,227.3,19.96,19.5,20.42,,,,,0
AR,2021,cardiovascular,37.6,35.8,39.4,231.0,226.0,236.0,22.09,21.59,22.59,65.6,60.7,70.1,CVD02,0
AR,2022,cardiovascular,,,,224.1,219.3,228.9,21.53,21.04,22.02,,,,,0
AR,2023,cardiovascular,39.3,37.6,41.0,,,,,,,62.6,58.2,66.9,CVD02,0
AZ,2019,cardiovascular,29.9,28.4,31.5,134.0,131.6,136.3,20.61,20.25,20.97,52.4,49.0,55.7,CVD02,0
AZ,2020,cardiovascular,,,,144.8,142.3,147.2,16.74,16.42,17.06,,,,,0
AZ,2021,cardiovascular,28.0,26.9,29.1,158.3,155.7,160.9,19.38,19.04,19.73,55.4,52.8,58.1,CVD02,0
AZ,2022,cardiovascular,,,,148.5,146.1,151.0,19.62,19.27,19.96,,,,,0
AZ,2023,cardiovascular,30.0,28.8,31.2,,,,,,,52.0,49.3,54.7,CVD02,0
CA,2019,cardiovascular,26.6,25.7,27.6,136.9,135.8,137.9,25.23,25.04,25.42,51.3,49.1,53.6,CVD02,0
CA,2020,cardiovascular,,,,144.0,142.9,145.1,20.29,20.12,20.46,,,,,0
CA,2021,cardiovascular,26.3,25.0,27.6,147.8,146.7,149.0,22.64,22.46,22.82,54.8,51.4,58.1,CVD02,0
CA,2022,cardiovascular,,,,142.4,141.3,143.5,23.61,23.42,23.79,,,,,0
CA,2023,cardiovascular,28.9,27.8,30.1,,,,,,,55.5,52.5,58.3,CVD02,0
CO,2019,cardiovascular,24.6,23.6,25.5,127.7,124.8,130.6,19.66,19.21,20.12,49.6,46.9,52.4,CVD02,0
CO,2020,cardiovascular,,,,128.1,125.3,131.0,16.05,15.64,16.46,,,,,0
CO,2021,cardiovascular,24.7,23.8,25.6,135.1,132.1,138.1,18.66,18.22,19.1,52.8,50.2,55.4,CVD02,0
CO,2022,cardiovascular,,,,131.4,128.5,134.2,18.56,18.13,19.0,,,,,0
CO,2023,cardiovascular,25.8,24.7,26.8,,,,,,,50.7,47.9,53.5,CVD02,0
CT,2019,cardiovascular,27.6,26.5,28.8,143.1,139.8,146.4,32.35,31.74,32.96,53.7,51.0,56.5,CVD02,0
CT,2020,cardiovascular,,,,138.4,135.1,141.7,27.22,26.65,27.79,,,,,0
CT,2021,cardiovascular,28.2,26.9,29.4,136.7,133.4,140.0,32.77,32.13,33.4,62.1,58.3,65.8,CVD02,0
CT,2022,cardiovascular,,,,137.8,134.5,141.1,32.85,32.21,33.5,,,,,0
CT,2023,cardiovascular,28.5,27.2,29.9,,,,,,,57.0,53.1,60.8,CVD02,0
DC,2019,cardiovascular,29.1,27.4,31.0,169.5,159.7,179.2,25.76,24.5,27.02,55.6,51.0,60.2,CVD02,0
DC,2020,cardiovascular,,,,187.7,177.5,197.8,21.19,20.03,22.34,,,,,0
DC,2021,cardiovascular,29.7,27.9,31.6,192.8,182.2,203.5,22.97,21.75,24.19,53.3,49.3,57.3,CVD02,0
DC,2022,cardiovascular,,,,182.6,172.3,192.8,24.09,22.84,25.35,,,,,0
DC,2023,cardiovascular,31.2,29.2,33.3,,,,,,,53.3,48.9,57.8,CVD02,0
DE,2019,cardiovascular,32.4,30.4,34.4,154.3,147.5,161.1,19.95,19.21,20.7,58.8,55.1,62.4,CVD02,0
DE,2020,cardiovascular,,,,159.6,152.7,166.4,16.59,15.92,17.26,,,,,0
DE,2021,cardiovascular,32.0,30.1,34.0,162.7,155.7,169.7,18.66,17.94,19.38,59.2,54.7,63.5,CVD02,0
DE,2022,cardiovascular,,,,156.8,150.1,163.4,17.56,16.87,18.25,,,,,0
DE,2023,cardiovascular,33.1,31.1,35.1,,,,,,,57.4,53.0,61.6,CVD02,0
FL,2019,cardiovascular,28.8,27.4,30.2,140.1,138.8,141.4,30.75,30.52,30.99,59.1,54.8,63.4,CVD02,0
FL,2020,cardiovascular,,,,143.1,141.8,144.4,26.03,25.81,26.25,,,,,0
FL,2021,cardiovascular,,,,151.3,150.0,152.7,29.78,29.54,30.01,,,,CVD02,0
FL,2022,cardiovascular,,,,140.9,139.7,142.2,31.08,30.84,31.32,,,,,0
FL,2023,cardiovascular,30.1,28.6,31.7,,,,,,,57.9,54.2,61.5,CVD02,0
GA,2019,cardiovascular,33.0,31.5,34.5,175.5,173.0,178.0,31.08,30.69,31.47,61.2,57.6,64.7,CVD02,0
GA,2020,cardiovascular,,,,183.7,181.2,186.2,26.72,26.35,27.08,,,,,0
GA,2021,cardiovascular,34.8,33.4,36.2,195.2,192.6,197.9,30.32,29.93,30.72,66.3,62.1,70.2,CVD02,0
GA,2022,cardiovascular,,,,183.9,181.4,186.3,32.45,32.04,32.86,,,,,0
GA,2023,cardiovascular,33.1,31.8,34.5,,,,,,,63.1,59.1,67.0,CVD02,0
GU,2019,cardiovascular,33.3,30.6,36.0,,,,,,,54.5,49.5,59.4,CVD02,0
GU,2021,cardiovascular,29.0,25.5,32.7,,,,,,,60.2,53.1,66.9,CVD02,0
GU,2023,cardiovascular,33.4,30.0,37.0,,,,,,,60.3,54.6,65.7,CVD02,0
HI,2019,cardiovascular,27.7,26.5,29.0,120.3,115.4,125.2,19.96,19.15,20.77,53.4,50.4,56.5,CVD02,0
HI,2020,cardiovascular,,,,125.0,120.1,130.0,15.93,15.21,16.66,,,,,0
HI,2021,cardiovascular,26.4,25.2,27.7,126.5,121.5,131.4,17.92,17.16,18.69,59.8,55.8,63.6,CVD02,0
HI,2022,cardiovascular,,,,128.4,123.6,133.3,17.19,16.44,17.93,,,,,0
HI,2023,cardiovascular,28.3,26.9,29.7,,,,,,,56.2,52.6,59.6,CVD02,0
IA,2019,cardiovascular,29.2,28.2,30.1,172.9,168.9,176.9,16.59,16.19,16.99,60.0,57.3,62.6,CVD02,0
IA,2020,cardiovascular,,,,172.9,168.9,176.9,14.11,13.74,14.48,,,,,0
IA,2021,cardiovascular,28.6,27.5,29.7,184.9,180.7,189.1,14.94,14.55,15.33,59.5,57.0,62.1,CVD02,0
IA,2022,cardiovascular,,,,176.8,172.8,180.8,15.01,14.62,15.4,,,,,0
IA,2023,cardiovascular,31.3,30.1,32.5,,,,,,,62.5,59.5,65.4,CVD02,0
ID,2019,cardiovascular,28.7,27.0,30.4,150.7,145.3,156.1,12.63,12.09,13.17,53.2,49.3,57.2,CVD02,0
ID,2020,cardiovascular,,,,151.9,146.6,157.3,11.15,10.64,11.66,,,,,0
ID,2021,cardiovascular,28.2,27.1,29.4,166.4,160.7,172.0,12.01,11.48,12.54,55.5,51.7,59.2,CVD02,0
ID,2022,cardiovascular,,,,156.3,151.0,161.5,12.14,11.6,12.67,,,,,0
ID,2023,cardiovascular,28.5,27.2,29.9,,,,,,,49.3,45.8,52.9,CVD02,0
IL,2019,cardiovascular,29.7,28.4,31.0,162.0,160.0,164.0,29.48,29.19,29.77,53.2,50.0,56.3,CVD02,0
IL,2020,cardiovascular,,,,171.4,169.4,173.5,24.07,23.8,24.34,,,,,0
IL,2021,cardiovascular,27.5,25.7,29.4,169.8,167.8,171.9,28.28,27.98,28.57,62.3,57.1,67.2,CVD02,0
IL,2022,cardiovascular,,,,166.6,164.6,168.6,28.61,28.31,28.91,,,,,0
IL,2023,cardiovascular,30.5,28.9,32.2,,,,,,,57.8,54.2,61.2,CVD02,0
IN,2019,cardiovascular,32.4,31.3,33.6,178.8,175.9,181.8,27.34,26.94,27.74,63.1,59.6,66.4,CVD02,0
IN,2020,cardiovascular,,,,183.9,181.0,186.9,23.71,23.33,24.09,,,,,0
IN,2021,cardiovascular,31.9,30.9,33.0,191.2,188.1,194.3,27.31,26.9,27.73,63.5,60.7,66.2,CVD02,0
IN,2022,cardiovascular,,,,185.0,182.0,188.0,27.89,27.46,28.31,,,,,0
IN,2023,cardiovascular,34.7,33.7,35.7,,,,,,,60.9,58.2,63.5,CVD02,0
KS,2019,cardiovascular,31.6,30.7,32.6,166.0,161.8,170.2,16.66,16.23,17.09,56.8,54.5,59.0,CVD02,0
KS,2020,cardiovascular,,,,167.0,162.8,171.3,14.63,14.23,15.04,,,,,0
KS,2021,cardiovascular,32.0,31.2,32.8,176.1,171.7,180.5,16.01,15.58,16.44,63.0,61.0,64.9,CVD02,0
KS,2022,cardiovascular,,,,173.2,168.9,177.5,16.3,15.87,16.73,,,,,0
KS,2023,cardiovascular,32.1,31.0,33.3,,,,,,,61.9,59.1,64.6,CVD02,0
KY,2019,cardiovascular,38.0,36.4,39.7,196.4,192.6,200.2,33.12,32.57,33.66,68.2,64.6,71.7,CVD02,0
KY,2020,cardiovascular,,,,204.5,200.7,208.3,28.38,27.87,28.89,,,,,0
KY,2021,cardiovascular,37.1,35.5,38.8,217.5,213.5,221.6,30.2,29.65,30.74,67.5,64.2,70.6,CVD02,0
KY,2022,cardiovascular,,,,208.6,204.7,212.5,30.38,29.82,30.93,,,,,0
KY,2023,cardiovascular,,,,,,,,,,,,,CVD02,0
LA,2019,cardiovascular,37.7,36.1,39.3,207.8,203.9,211.7,33.81,33.24,34.38,60.4,57.2,63.5,CVD02,0
LA,2020,cardiovascular,,,,221.5,217.5,225.5,28.95,28.41,29.49,,,,,0
LA,2021,cardiovascular,37.7,36.0,39.4,235.5,231.3,239.7,33.77,33.17,34.37,70.2,65.5,74.5,CVD02,0
LA,2022,cardiovascular,,,,224.0,220.0,228.0,34.28,33.67,34.89,,,,,0
LA,2023,cardiovascular,40.4,38.7,42.0,,,,,,,66.0,61.5,70.2,CVD02,0
MA,2019,cardiovascular,25.6,24.5,26.8,127.2,124.9,129.6,28.69,28.31,29.07,54.5,51.8,57.3,CVD02,0
MA,2020,cardiovascular,,,,126.9,124.6,129.3,22.91,22.58,23.25,,,,,0
MA,2021,cardiovascular,26.8,25.6,28.0,134.0,131.6,136.4,26.49,26.12,26.85,56.6,52.9,60.3,CVD02,0
MA,2022,cardiovascular,,,,132.3,130.0,134.7,25.71,25.36,26.07,,,,,0
MA,2023,cardiovascular,28.0,26.7,29.2,,,,,,,57.7,54.4,61.0,CVD02,0
MD,2019,cardiovascular,31.7,30.8,32.7,159.3,156.4,162.2,17.5,17.2,17.81,60.8,57.9,63.6,CVD02,0
MD,2020,cardiovascular,,,,168.3,165.3,171.3,13.5,13.23,13.76,,,,,0
MD,2021,cardiovascular,31.5,30.6,32.5,165.2,162.2,168.1,14.74,14.47,15.02,61.0,58.4,63.6,CVD02,0
MD,2022,cardiovascular,,,,155.8,153.0,158.6,14.77,14.49,15.04,,,,,0
MD,2023,cardiovascular,32.7,31.7,33.8,,,,,,,59.3,56.3,62.3,CVD02,0
ME,2019,cardiovascular,31.5,30.1,33.0,142.4,137.1,147.7,20.8,20.1,21.49,52.1,48.3,55.9,CVD02,0
ME,2020,cardiovascular,,,,146.2,140.9,151.6,18.07,17.4,18.75,,,,,0
ME,2021,cardiovascular,28.6,27.5,29.7,168.4,162.6,174.2,20.26,19.53,20.99,56.8,53.5,60.0,CVD02,0
ME,2022,cardiovascular,,,,167.1,161.4,172.7,20.46,19.71,21.21,,,,,0
ME,2023,cardiovascular,30.0,28.9,31.2,,,,,,,53.4,50.6,56.2,CVD02,0
MI,2019,cardiovascular,31.9,30.8,33.1,193.8,191.4,196.2,38.07,37.66,38.47,56.8,53.7,59.9,CVD02,0
MI,2020,cardiovascular,,,,205.0,202.5,207.5,33.32,32.93,33.72,,,,,0
MI,2021,cardiovascular,32.1,31.0,33.2,209.6,207.1,212.2,37.1,36.67,37.53,61.6,58.6,64.5,CVD02,0
MI,2022,cardiovascular,,,,206.3,203.8,208.8,39.5,39.05,39.95,,,,,0
MI,2023,cardiovascular,33.1,31.9,34.4,,,,,,,59.2,56.0,62.4,CVD02,0
MN,2019,cardiovascular,26.3,25.5,27.0,116.7,114.1,119.2,29.03,28.52,29.55,54.3,52.2,56.4,CVD02,0
MN,2020,cardiovascular,,,,118.1,115.6,120.7,24.08,23.61,24.56,,,,,0
MN,2021,cardiovascular,26.9,26.1,27.6,123.9,121.2,126.5,27.6,27.07,28.12,58.3,56.0,60.5,CVD02,0
MN,2022,cardiovascular,,,,124.1,121.5,126.6,27.85,27.32,28.38,,,,,0
MN,2023,cardiovascular,28.1,27.1,29.0,,,,,,,57.6,55.2,60.0,CVD02,0
MO,2019,cardiovascular,28.0,26.7,29.4,187.0,183.9,190.0,31.45,31.0,31.9,57.3,53.9,60.6,CVD02,0
MO,2020,cardiovascular,,,,196.7,193.6,199.8,25.41,25.0,25.82,,,,,0
MO,2021,cardiovascular,32.1,30.9,33.3,202.4,199.2,205.6,30.25,29.79,30.71,63.2,59.8,66.4,CVD02,0
MO,2022,cardiovascular,,,,199.8,196.6,202.9,29.82,29.37,30.28,,,,,0
MO,2023,cardiovascular,32.7,31.3,34.2,,,,,,,60.8,57.7,63.8,CVD02,0
MS,2019,cardiovascular,41.2,39.5,42.9,226.7,221.7,231.8,24.61,24.1,25.13,67.4,64.4,70.3,CVD02,0
MS,2020,cardiovascular,,,,245.6,240.4,250.9,19.69,19.22,20.15,,,,,0
MS,2021,cardiovascular,40.7,38.9,42.5,255.2,249.7,260.6,21.54,21.05,22.04,70.1,66.1,73.8,CVD02,0
MS,2022,cardiovascular,,,,248.0,242.7,253.2,21.49,20.98,21.99,,,,,0
MS,2023,cardiovascular,42.6,40.8,44.5,,,,,,,67.5,63.8,70.9,CVD02,0
MT,2019,cardiovascular,26.1,24.9,27.3,157.1,150.6,163.7,11.77,11.2,12.34,51.8,47.8,55.8,CVD02,0
MT,2020,cardiovascular,,,,162.7,156.0,169.3,9.45,8.94,9.96,,,,,0
MT,2021,cardiovascular,27.2,25.9,28.5,175.2,168.2,182.2,10.03,9.5,10.55,59.2,54.7,63.6,CVD02,0
MT,2022,cardiovascular,,,,165.9,159.3,172.5,10.08,9.56,10.6,,,,,0
MT,2023,cardiovascular,28.3,27.0,29.7,,,,,,,52.8,49.6,56.1,CVD02,0
NC,2019,cardiovascular,32.4,30.9,34.0,154.7,152.5,156.9,29.89,29.55,30.24,57.1,53.4,60.6,CVD02,0
NC,2020,cardiovascular,,,,156.2,154.0,158.4,24.68,24.36,25.0,,,,,0
NC,2021,cardiovascular,31.5,30.1,32.9,170.9,168.6,173.2,27.0,26.66,27.34,62.5,59.3,65.7,CVD02,0
NC,2022,cardiovascular,,,,165.8,163.6,168.0,26.99,26.64,27.33,,,,,0
NC,2023,cardiovascular,34.1,32.1,36.1,,,,,,,61.5,57.4,65.5,CVD02,0
ND,2019,cardiovascular,28.4,27.0,29.9,147.7,139.9,155.6,16.96,16.08,17.83,58.7,54.2,63.1,CVD02,0
ND,2020,cardiovascular,,,,147.3,139.5,155.1,13.39,12.61,14.17,,,,,0
ND,2021,cardiovascular,29.7,28.4,31.1,152.8,144.8,160.9,15.7,14.85,16.56,62.7,58.3,66.9,CVD02,0
ND,2022,cardiovascular,,,,155.0,147.0,162.9,16.0,15.13,16.86,,,,,0
ND,2023,cardiovascular,30.1,28.8,31.4,,,,,,,60.8,57.2,64.2,CVD02,0
NE,2019,cardiovascular,28.9,28.0,29.8,144.9,140.0,149.7,14.04,13.57,14.52,56.3,53.8,58.7,CVD02,0
NE,2020,cardiovascular,,,,143.8,139.0,148.6,12.08,11.63,12.53,,,,,0
NE,2021,cardiovascular,29.4,28.5,30.4,160.8,155.6,166.0,13.86,13.37,14.35,60.4,57.8,63.0,CVD02,0
NE,2022,cardiovascular,,,,154.3,149.3,159.3,13.74,13.25,14.24,,,,,0
NE,2023,cardiovascular,30.2,29.2,31.2,,,,,,,60.9,58.3,63.5,CVD02,0
NH,2019,cardiovascular,28.1,26.5,29.7,143.4,137.9,148.9,19.65,19.01,20.29,53.9,50.0,57.7,CVD02,0
NH,2020,cardiovascular,,,,146.5,140.9,152.0,15.95,15.37,16.52,,,,,0
NH,2021,cardiovascular,26.5,25.1,27.9,154.1,148.3,159.9,18.5,17.88,19.12,55.1,51.2,58.9,CVD02,0
NH,2022,cardiovascular,,,,147.5,142.1,152.9,17.53,16.93,18.13,,,,,0
NH,2023,cardiovascular,28.4,26.8,29.9,,,,,,,53.1,49.5,56.7,CVD02,0
NJ,2019,cardiovascular,,,,158.0,155.7,160.3,28.46,28.12,28.8,,,,CVD02,0
NJ,2020,cardiovascular,,,,166.3,164.0,168.7,22.24,21.94,22.55,,,,,0
NJ,2021,cardiovascular,27.6,26.5,28.8,157.5,155.2,159.8,26.58,26.24,26.91,61.0,57.3,64.6,CVD02,0
NJ,2022,cardiovascular,,,,152.8,150.6,155.0,26.06,25.73,26.39,,,,,0
NJ,2023,cardiovascular,30.2,28.9,31.5,,,,,,,56.0,53.2,58.7,CVD02,0
NM,2019,cardiovascular,28.9,27.4,30.4,158.2,153.4,163.0,17.49,16.9,18.08,56.7,52.3,60.9,CVD02,0
NM,2020,cardiovascular,,,,152.7,148.0,157.4,13.78,13.26,14.31,,,,,0
NM,2021,cardiovascular,30.2,28.8,31.6,156.5,151.6,161.3,15.78,15.22,16.35,59.8,55.6,63.9,CVD02,0
NM,2022,cardiovascular,,,,156.8,152.1,161.5,17.04,16.45,17.63,,,,,0
NM,2023,cardiovascular,31.1,28.8,33.4,,,,,,,55.6,49.9,61.2,CVD02,0
NV,2019,cardiovascular,30.5,28.3,32.8,198.1,193.3,202.8,23.22,22.62,23.83,49.5,44.6,54.5,CVD02,0
NV,2020,cardiovascular,,,,201.3,196.6,206.0,18.87,18.33,19.41,,,,,0
NV,2021,cardiovascular,29.9,27.7,32.3,208.1,203.3,213.0,21.04,20.46,21.61,54.7,50.3,59.0,CVD02,0
NV,2022,cardiovascular,,,,196.8,192.2,201.4,22.75,22.16,23.34,,,,,0
NV,2023,cardiovascular,31.4,28.4,34.4,,,,,,,60.2,50.7,68.9,CVD02,0
NY,2019,cardiovascular,27.1,26.1,28.1,166.6,165.0,168.2,31.62,31.36,31.89,61.4,58.0,64.7,CVD02,0
NY,2020,cardiovascular,,,,183.9,182.2,185.5,24.76,24.52,25.0,,,,,0
NY,2021,cardiovascular,27.4,26.8,28.1,162.3,160.7,163.8,28.61,28.36,28.87,60.2,58.1,62.4,CVD02,0
NY,2022,cardiovascular,,,,159.2,157.7,160.8,28.46,28.2,28.71,,,,,0
NY,2023,cardiovascular,29.2,28.2,30.1,,,,,,,58.1,55.7,60.4,CVD02,0
OH,2019,cardiovascular,31.5,30.3,32.7,188.8,186.6,191.0,39.43,39.04,39.82,56.4,53.7,59.1,CVD02,0
OH,2020,cardiovascular,,,,196.9,194.6,199.1,33.74,33.38,34.11,,,,,0
OH,2021,cardiovascular,32.3,31.3,33.3,204.7,202.4,207.0,38.07,37.67,38.46,60.6,58.2,62.9,CVD02,0
OH,2022,cardiovascular,,,,193.9,191.7,196.1,37.99,37.6,38.39,,,,,0
OH,2023,cardiovascular,33.5,32.4,34.6,,,,,,,64.5,61.8,67.2,CVD02,0
OK,2019,cardiovascular,35.5,34.2,36.8,231.4,227.0,235.8,22.65,22.21,23.09,60.8,57.8,63.7,CVD02,0
OK,2020,cardiovascular,,,,244.1,239.7,248.6,18.82,18.41,19.23,,,,,0
OK,2021,cardiovascular,36.7,35.2,38.2,264.2,259.4,268.9,21.13,20.69,21.58,62.2,58.7,65.6,CVD02,0
OK,2022,cardiovascular,,,,257.1,252.5,261.7,21.55,21.1,22.0,,,,,0
OK,2023,cardiovascular,35.9,34.6,37.2,,,,,,,61.5,58.6,64.3,CVD02,0
OR,2019,cardiovascular,27.6,26.4,28.9,131.0,127.9,134.0,23.87,23.35,24.4,53.9,50.4,57.3,CVD02,0
OR,2020,cardiovascular,,,,134.0,130.9,137.1,19.79,19.31,20.26,,,,,0
OR,2021,cardiovascular,27.7,26.4,29.0,148.5,145.2,151.9,22.07,21.56,22.57,51.3,48.7,54.0,CVD02,0
OR,2022,cardiovascular,,,,145.4,142.2,148.6,21.76,21.26,22.25,,,,,0
OR,2023,cardiovascular,30.1,28.7,31.5,,,,,,,51.2,48.3,54.2,CVD02,0
PA,2019,cardiovascular,29.5,28.2,30.8,172.9,171.0,174.8,38.57,38.22,38.92,58.3,55.1,61.4,CVD02,0
PA,2020,cardiovascular,,,,175.7,173.8,177.7,32.43,32.1,32.76,,,,,0
PA,2021,cardiovascular,29.6,28.3,30.9,180.6,178.6,182.6,36.76,36.41,37.11,59.5,56.5,62.4,CVD02,0
PA,2022,cardiovascular,,,,173.4,171.5,175.3,37.1,36.75,37.46,,,,,0
