state,year,condition,brfss_prevalence_aa,brfss_prevalence_lo,brfss_prevalence_hi,nvss_mortality_aa,nvss_mortality_lo,nvss_mortality_hi,cms_hospitalization_aa,cms_hospitalization_lo,cms_hospitalization_hi,brfss_treatment_rate,brfss_treatment_lo,brfss_treatment_hi,brfss_treatment_question,n_suppressed
VT,2019,diabetes,7.4,6.6,8.4,83.3,77.2,89.4,,,,,,,,0
VT,2020,diabetes,6.8,6.1,7.7,98.0,91.4,104.6,,,,,,,,0
VT,2021,diabetes,7.2,6.4,8.0,101.5,94.8,108.2,,,,,,,,0
VT,2022,diabetes,7.0,6.3,7.8,101.7,95.2,108.1,,,,,,,,0
VT,2023,diabetes,7.8,7.0,8.7,,,,,,,,,,,0
WA,2019,diabetes,8.6,8.1,9.2,71.0,69.2,72.8,,,,,,,,0
WA,2020,diabetes,7.9,7.4,8.5,86.3,84.4,88.3,,,,,,,,0
WA,2021,diabetes,7.9,7.4,8.5,98.7,96.6,100.8,,,,,,,,0
WA,2022,diabetes,8.8,8.4,9.3,92.8,90.8,94.7,,,,,,,,0
WA,2023,diabetes,8.6,8.2,9.0,,,,,,,,,,,0
WI,2019,diabetes,7.5,6.7,8.4,77.4,75.4,79.4,,,,,,,,0
WI,2020,diabetes,7.7,6.9,8.6,105.7,103.4,108.1,,,,,,,,0
WI,2021,diabetes,8.0,7.1,9.0,109.1,106.7,111.5,,,,,,,,0
WI,2022,diabetes,8.9,8.3,9.6,96.9,94.7,99.1,,,,,,,,0
WI,2023,diabetes,9.6,9.0,10.2,,,,,,,,,,,0
WV,2019,diabetes,13.2,12.2,14.3,100.9,96.9,104.9,,,,,,,,0
WV,2020,diabetes,13.3,12.3,14.2,120.9,116.5,125.3,,,,,,,,0
WV,2021,diabetes,13.3,12.4,14.2,145.9,141.1,150.8,,,,,,,,0
WV,2022,diabetes,14.6,13.6,15.7,135.3,130.7,139.9,,,,,,,,0
WV,2023,diabetes,15.1,13.9,16.3,,,,,,,,,,,0
WY,2019,diabetes,6.8,6.0,7.8,75.7,69.2,82.3,,,,,,,,0
WY,2020,diabetes,7.6,6.7,8.6,103.6,96.1,111.1,,,,,,,,0
WY,2021,diabetes,7.7,6.8,8.6,115.0,107.0,123.0,,,,,,,,0
WY,2022,diabetes,8.1,7.3,9.0,105.1,97.5,112.6,,,,,,,,0
WY,2023,diabetes,9.4,8.5,10.5,,,,,,,,,,,0
AK,2019,asthma,10.5,8.9,12.4,,,,,,,,,,,1
AK,2020,asthma,9.8,8.4,11.5,,,,,,,,,,,1
AK,2021,asthma,9.9,8.8,11.2,,,,,,,,,,,1
AK,2022,asthma,10.7,9.6,11.9,,,,,,,,,,,1
AK,2023,asthma,10.9,9.7,12.1,,,,,,,,,,,0
AL,2019,asthma,10.3,9.2,11.4,1.1,0.8,1.4,,,,,,,,0
AL,2020,asthma,9.7,8.7,10.9,1.2,0.9,1.6,,,,,,,,0
AL,2021,asthma,10.7,9.4,12.1,1.2,0.9,1.5,,,,,,,,0
AL,2022,asthma,9.7,8.5,11.0,0.8,0.6,1.1,,,,,,,,0
AL,2023,asthma,8.9,7.7,10.1,,,,,,,,,,,0
AR,2019,asthma,10.1,8.9,11.4,1.1,0.8,1.6,,,,,,,,0
AR,2020,asthma,9.6,8.5,10.9,1.1,0.7,1.5,,,,,,,,0
AR,2021,asthma,10.1,8.8,11.6,1.1,0.8,1.5,,,,,,,,0
AR,2022,asthma,10.4,9.3,11.6,0.9,0.6,1.3,,,,,,,,0
AR,2023,asthma,10.0,8.9,11.3,,,,,,,,,,,0
AZ,2019,asthma,10.5,9.4,11.7,1.1,0.9,1.3,,,,,,,,0
AZ,2020,asthma,10.2,9.4,11.1,1.5,1.2,1.7,,,,,,,,0
AZ,2021,asthma,10.0,9.3,10.9,1.0,0.8,1.3,,,,,,,,0
AZ,2022,asthma,9.8,8.8,10.8,1.1,0.8,1.3,,,,,,,,0
AZ,2023,asthma,10.4,9.4,11.3,,,,,,,,,,,0
CA,2019,asthma,8.3,7.7,9.0,0.9,0.8,1.0,,,,,,,,0
CA,2020,asthma,9.9,8.8,11.2,1.0,0.9,1.1,,,,,,,,0
CA,2021,asthma,9.4,8.5,10.4,0.8,0.7,0.9,,,,,,,,0
CA,2022,asthma,8.7,7.9,9.5,0.9,0.8,1.0,,,,,,,,0
CA,2023,asthma,8.8,8.0,9.6,,,,,,,,,,,0
CO,2019,asthma,10.7,10.0,11.6,0.9,0.7,1.1,,,,,,,,0
CO,2020,asthma,10.5,9.7,11.2,0.9,0.7,1.2,,,,,,,,0
CO,2021,asthma,11.2,10.5,12.0,0.8,0.6,1.0,,,,,,,,0
CO,2022,asthma,10.9,10.1,11.8,0.9,0.7,1.2,,,,,,,,0
CO,2023,asthma,11.4,10.5,12.3,,,,,,,,,,,0
CT,2019,asthma,11.4,10.4,12.5,1.0,0.7,1.4,,,,,,,,0
CT,2020,asthma,11.7,10.6,12.9,1.0,0.7,1.4,,,,,,,,0
CT,2021,asthma,11.4,10.4,12.4,0.8,0.6,1.2,,,,,,,,0
CT,2022,asthma,12.5,11.5,13.6,0.9,0.6,1.2,,,,,,,,0
CT,2023,asthma,11.0,10.0,12.1,,,,,,,,,,,0
DC,2019,asthma,12.1,10.6,13.8,,,,,,,,,,,1
DC,2020,asthma,11.6,10.2,13.1,,,,,,,,,,,1
DC,2021,asthma,12.7,11.0,14.5,,,,,,,,,,,1
DC,2022,asthma,11.0,9.6,12.5,,,,,,,,,,,1
DC,2023,asthma,10.7,9.1,12.5,,,,,,,,,,,0
DE,2019,asthma,10.9,9.4,12.6,,,,,,,,,,,1
DE,2020,asthma,11.4,9.9,13.0,,,,,,,,,,,1
DE,2021,asthma,11.0,9.5,12.7,,,,,,,,,,,1
DE,2022,asthma,9.8,8.6,11.3,,,,,,,,,,,1
DE,2023,asthma,11.4,9.9,13.1,,,,,,,,,,,0
FL,2019,asthma,7.9,7.0,8.8,0.8,0.7,0.9,,,,,,,,0
FL,2020,asthma,7.7,6.8,8.7,0.9,0.8,1.0,,,,,,,,0
FL,2021,asthma,,,,0.8,0.7,0.9,,,,,,,,0
FL,2022,asthma,9.3,8.3,10.5,0.7,0.6,0.8,,,,,,,,0
FL,2023,asthma,8.5,7.5,9.5,,,,,,,,,,,0
GA,2019,asthma,8.2,7.3,9.2,1.1,0.9,1.3,,,,,,,,0
GA,2020,asthma,9.4,8.5,10.5,1.1,0.9,1.3,,,,,,,,0
GA,2021,asthma,10.8,9.7,11.9,0.9,0.8,1.1,,,,,,,,0
GA,2022,asthma,9.6,8.6,10.6,1.1,0.9,1.3,,,,,,,,0
GA,2023,asthma,9.4,8.4,10.4,,,,,,,,,,,0
GU,2019,asthma,5.5,4.0,7.4,,,,,,,,,,,0
GU,2020,asthma,5.5,4.0,7.7,,,,,,,,,,,0
GU,2021,asthma,5.0,3.7,6.7,,,,,,,,,,,0
GU,2022,asthma,6.8,5.0,9.2,,,,,,,,,,,0
GU,2023,asthma,6.1,4.4,8.4,,,,,,,,,,,0
HI,2019,asthma,10.5,9.5,11.5,1.4,0.9,2.1,,,,,,,,0
HI,2020,asthma,9.1,8.2,10.0,1.7,1.1,2.5,,,,,,,,0
HI,2021,asthma,8.5,7.7,9.5,1.4,0.9,2.1,,,,,,,,0
HI,2022,asthma,9.3,8.3,10.3,1.3,0.8,1.9,,,,,,,,0
HI,2023,asthma,9.8,8.8,10.9,,,,,,,,,,,0
IA,2019,asthma,8.9,8.2,9.6,1.5,1.1,2.0,,,,,,,,0
IA,2020,asthma,9.9,9.2,10.7,1.3,1.0,1.8,,,,,,,,0
IA,2021,asthma,10.0,9.2,10.9,1.1,0.8,1.5,,,,,,,,0
IA,2022,asthma,9.7,8.9,10.7,1.0,0.7,1.4,,,,,,,,0
IA,2023,asthma,9.0,8.2,9.8,,,,,,,,,,,0
ID,2019,asthma,11.2,10.0,12.6,,,,,,,,,,,1
ID,2020,asthma,10.2,9.1,11.5,1.1,0.7,1.7,,,,,,,,0
ID,2021,asthma,10.5,9.5,11.4,,,,,,,,,,,1
ID,2022,asthma,11.1,10.1,12.2,,,,,,,,,,,1
ID,2023,asthma,10.5,9.5,11.6,,,,,,,,,,,0
IL,2019,asthma,8.7,7.8,9.7,1.2,1.0,1.4,,,,,,,,0
IL,2020,asthma,9.1,7.9,10.5,1.3,1.1,1.5,,,,,,,,0
IL,2021,asthma,9.4,8.0,11.0,0.9,0.8,1.1,,,,,,,,0
IL,2022,asthma,8.8,7.7,10.0,1.0,0.8,1.1,,,,,,,,0
IL,2023,asthma,9.7,8.6,10.9,,,,,,,,,,,0
IN,2019,asthma,10.7,9.8,11.6,1.2,0.9,1.5,,,,,,,,0
IN,2020,asthma,10.3,9.5,11.2,1.0,0.8,1.3,,,,,,,,0
IN,2021,asthma,11.5,10.7,12.4,0.9,0.7,1.2,,,,,,,,0
IN,2022,asthma,11.0,10.2,11.8,1.0,0.8,1.3,,,,,,,,0
IN,2023,asthma,11.5,10.7,12.4,,,,,,,,,,,0
KS,2019,asthma,10.7,10.0,11.5,0.9,0.6,1.3,,,,,,,,0
KS,2020,asthma,10.6,9.8,11.4,1.1,0.8,1.6,,,,,,,,0
KS,2021,asthma,11.5,10.9,12.1,1.3,0.9,1.7,,,,,,,,0
KS,2022,asthma,10.8,10.0,11.6,1.3,0.9,1.7,,,,,,,,0
KS,2023,asthma,10.1,9.3,11.0,,,,,,,,,,,0
KY,2019,asthma,10.4,9.3,11.5,0.7,0.5,1.0,,,,,,,,0
KY,2020,asthma,12.3,11.0,13.7,0.9,0.6,1.2,,,,,,,,0
KY,2021,asthma,12.5,11.3,13.7,0.4,0.3,0.6,,,,,,,,0
KY,2022,asthma,11.0,9.7,12.5,0.6,0.4,0.8,,,,,,,,0
KY,2023,asthma,,,,,,,,,,,,,,0
LA,2019,asthma,8.5,7.6,9.5,0.8,0.6,1.1,,,,,,,,0
LA,2020,asthma,8.8,7.7,10.0,0.9,0.7,1.3,,,,,,,,0
LA,2021,asthma,10.4,9.3,11.8,0.9,0.7,1.2,,,,,,,,0
LA,2022,asthma,9.9,8.9,11.1,0.5,0.3,0.8,,,,,,,,0
LA,2023,asthma,10.8,9.6,12.2,,,,,,,,,,,0
MA,2019,asthma,11.1,10.2,12.1,1.0,0.8,1.2,,,,,,,,0
MA,2020,asthma,11.4,10.4,12.5,1.0,0.8,1.3,,,,,,,,0
MA,2021,asthma,12.7,11.7,13.8,1.0,0.8,1.2,,,,,,,,0
MA,2022,asthma,11.4,10.6,12.3,0.8,0.6,1.0,,,,,,,,0
MA,2023,asthma,12.1,11.1,13.1,,,,,,,,,,,0
MD,2019,asthma,9.8,9.1,10.5,1.2,0.9,1.4,,,,,,,,0
MD,2020,asthma,9.5,8.8,10.3,1.2,0.9,1.5,,,,,,,,0
MD,2021,asthma,10.1,9.4,10.9,1.1,0.9,1.4,,,,,,,,0
MD,2022,asthma,10.3,9.6,11.1,1.3,1.0,1.6,,,,,,,,0
MD,2023,asthma,11.0,10.1,11.9,,,,,,,,,,,0
ME,2019,asthma,13.3,12.0,14.7,,,,,,,,,,,1
ME,2020,asthma,11.8,10.7,12.9,,,,,,,,,,,1
ME,2021,asthma,13.7,12.7,14.8,,,,,,,,,,,1
ME,2022,asthma,13.7,12.5,14.9,,,,,,,,,,,1
ME,2023,asthma,13.4,12.3,14.5,,,,,,,,,,,0
MI,2019,asthma,12.3,11.4,13.3,1.0,0.8,1.2,,,,,,,,0
MI,2020,asthma,11.8,10.8,12.9,1.2,1.0,1.5,,,,,,,,0
MI,2021,asthma,12.4,11.5,13.4,0.9,0.7,1.1,,,,,,,,0
MI,2022,asthma,12.1,11.2,13.1,1.0,0.8,1.2,,,,,,,,0
MI,2023,asthma,11.1,10.2,12.0,,,,,,,,,,,0
MN,2019,asthma,9.0,8.4,9.6,1.3,1.0,1.6,,,,,,,,0
MN,2020,asthma,8.9,8.4,9.5,1.3,1.0,1.6,,,,,,,,0
MN,2021,asthma,9.5,8.9,10.1,0.9,0.6,1.1,,,,,,,,0
MN,2022,asthma,10.1,9.4,10.8,0.9,0.7,1.2,,,,,,,,0
MN,2023,asthma,10.0,9.2,10.8,,,,,,,,,,,0
MO,2019,asthma,11.0,10.0,12.1,0.9,0.7,1.2,,,,,,,,0
MO,2020,asthma,10.1,9.2,11.1,0.9,0.7,1.2,,,,,,,,0
MO,2021,asthma,10.5,9.6,11.4,1.1,0.9,1.5,,,,,,,,0
MO,2022,asthma,10.6,9.6,11.7,1.1,0.9,1.4,,,,,,,,0
MO,2023,asthma,10.0,9.0,11.2,,,,,,,,,,,0
MS,2019,asthma,10.5,9.3,11.8,1.8,1.4,2.3,,,,,,,,0
MS,2020,asthma,9.3,8.4,10.3,1.8,1.4,2.4,,,,,,,,0
MS,2021,asthma,10.4,9.1,11.8,1.5,1.1,2.1,,,,,,,,0
MS,2022,asthma,9.4,8.2,10.7,1.6,1.2,2.1,,,,,,,,0
MS,2023,asthma,7.1,6.2,8.1,,,,,,,,,,,0
MT,2019,asthma,10.8,9.8,11.8,,,,,,,,,,,1
MT,2020,asthma,11.3,10.3,12.4,,,,,,,,,,,1
MT,2021,asthma,10.8,9.8,11.9,,,,,,,,,,,1
MT,2022,asthma,12.0,10.9,13.1,,,,,,,,,,,1
MT,2023,asthma,12.1,11.0,13.3,,,,,,,,,,,0
NC,2019,asthma,8.6,7.7,9.7,0.8,0.7,1.0,,,,,,,,0
NC,2020,asthma,8.2,7.4,9.2,1.0,0.9,1.2,,,,,,,,0
NC,2021,asthma,8.9,7.9,10.0,0.9,0.7,1.1,,,,,,,,0
NC,2022,asthma,9.3,8.1,10.6,1.0,0.8,1.2,,,,,,,,0
NC,2023,asthma,9.8,8.5,11.3,,,,,,,,,,,0
ND,2019,asthma,8.9,7.8,10.2,,,,,,,,,,,1
ND,2020,asthma,9.5,8.2,10.9,,,,,,,,,,,1
ND,2021,asthma,9.3,8.3,10.4,,,,,,,,,,,1
ND,2022,asthma,10.5,9.3,11.8,,,,,,,,,,,1
ND,2023,asthma,10.2,9.1,11.3,,,,,,,,,,,0
NE,2019,asthma,8.7,8.0,9.4,1.6,1.1,2.2,,,,,,,,0
NE,2020,asthma,8.2,7.5,9.0,1.2,0.8,1.7,,,,,,,,0
NE,2021,asthma,8.9,8.2,9.6,1.2,0.7,1.7,,,,,,,,0
NE,2022,asthma,8.2,7.3,9.2,,,,,,,,,,,1
NE,2023,asthma,8.7,8.0,9.4,,,,,,,,,,,0
NH,2019,asthma,12.0,10.7,13.4,,,,,,,,,,,1
NH,2020,asthma,12.5,11.3,13.8,,,,,,,,,,,1
NH,2021,asthma,13.1,11.8,14.6,,,,,,,,,,,1
NH,2022,asthma,13.5,12.1,15.0,1.4,0.9,2.1,,,,,,,,0
NH,2023,asthma,12.4,11.1,14.0,,,,,,,,,,,0
NJ,2019,asthma,,,,1.2,0.9,1.4,,,,,,,,0
NJ,2020,asthma,9.4,8.7,10.2,1.3,1.1,1.6,,,,,,,,0
NJ,2021,asthma,10.0,9.0,11.0,1.2,1.0,1.4,,,,,,,,0
NJ,2022,asthma,8.8,8.0,9.7,0.9,0.8,1.1,,,,,,,,0
NJ,2023,asthma,8.5,7.7,9.4,,,,,,,,,,,0
NM,2019,asthma,9.2,8.2,10.3,1.0,0.7,1.6,,,,,,,,0
NM,2020,asthma,10.5,9.4,11.8,1.6,1.1,2.2,,,,,,,,0
NM,2021,asthma,11.1,10.1,12.3,1.0,0.7,1.5,,,,,,,,0
NM,2022,asthma,10.5,9.3,11.8,1.1,0.7,1.6,,,,,,,,0
NM,2023,asthma,10.0,8.3,12.1,,,,,,,,,,,0
NV,2019,asthma,9.9,8.5,11.5,0.8,0.5,1.2,,,,,,,,0
NV,2020,asthma,9.6,8.2,11.2,1.4,1.0,1.9,,,,,,,,0
NV,2021,asthma,9.8,8.2,11.6,0.8,0.6,1.2,,,,,,,,0
NV,2022,asthma,10.0,8.5,11.7,1.3,0.9,1.8,,,,,,,,0
NV,2023,asthma,8.9,7.4,10.7,,,,,,,,,,,0
NY,2019,asthma,10.1,9.4,10.9,1.3,1.1,1.4,,,,,,,,0
NY,2020,asthma,10.2,9.5,10.9,1.4,1.3,1.6,,,,,,,,0
NY,2021,asthma,10.8,10.2,11.3,1.1,0.9,1.2,,,,,,,,0
NY,2022,asthma,10.3,9.7,11.0,1.1,1.0,1.3,,,,,,,,0
NY,2023,asthma,9.9,9.3,10.6,,,,,,,,,,,0
OH,2019,asthma,12.0,11.1,13.1,0.9,0.8,1.1,,,,,,,,0
OH,2020,asthma,10.9,10.1,11.7,1.1,0.9,1.3,,,,,,,,0
OH,2021,asthma,11.5,10.7,12.3,1.0,0.8,1.2,,,,,,,,0
OH,2022,asthma,11.5,10.8,12.4,1.0,0.9,1.2,,,,,,,,0
OH,2023,asthma,11.1,10.2,12.0,,,,,,,,,,,0
OK,2019,asthma,11.4,10.5,12.5,1.2,0.9,1.6,,,,,,,,0
OK,2020,asthma,12.1,11.0,13.3,1.6,1.2,2.0,,,,,,,,0
OK,2021,asthma,12.1,11.0,13.3,1.1,0.8,1.5,,,,,,,,0
OK,2022,asthma,12.4,11.3,13.5,1.4,1.1,1.8,,,,,,,,0
OK,2023,asthma,11.2,10.3,12.2,,,,,,,,,,,0
OR,2019,asthma,12.3,11.2,13.4,0.8,0.5,1.1,,,,,,,,0
OR,2020,asthma,11.5,10.5,12.6,1.2,0.9,1.6,,,,,,,,0
OR,2021,asthma,12.2,11.2,13.4,1.3,1.0,1.7,,,,,,,,0
OR,2022,asthma,11.4,10.5,12.5,1.2,0.9,1.5,,,,,,,,0
OR,2023,asthma,11.8,10.8,12.9,,,,,,,,,,,0
PA,2019,asthma,11.6,10.6,12.8,0.8,0.6,0.9,,,,,,,,0
PA,2020,asthma,11.3,10.2,12.6,1.1,0.9,1.3,,,,,,,,0
PA,2021,asthma,11.2,10.2,12.3,0.9,0.8,1.1,,,,,,,,0
PA,2022,asthma,10.2,8.9,11.6,1.0,0.9,1.2,,,,,,,,0
PA,2023,asthma,,,,,,,,,,,,,,0
PR,2019,asthma,10.8,9.8,11.8,,,,,,,,,,,0
PR,2020,asthma,10.5,9.1,12.2,,,,,,,,,,,0
PR,2021,asthma,11.5,10.2,12.9,,,,,,,,,,,0
PR,2022,asthma,12.7,11.5,14.1,,,,,,,,,,,0
PR,2023,asthma,14.2,12.7,15.8,,,,,,,,,,,0
RI,2019,asthma,12.0,10.7,13.3,,,,,,,,,,,1
RI,2020,asthma,12.8,11.4,14.2,,,,,,,,,,,1
RI,2021,asthma,13.4,12.1,14.7,,,,,,,,,,,1
RI,2022,asthma,13.4,12.1,14.8,,,,,,,,,,,1
RI,2023,asthma,12.3,11.0,13.7,,,,,,,,,,,0
SC,2019,asthma,10.5,9.5,11.7,0.8,0.6,1.1,,,,,,,,0
SC,2020,asthma,9.8,8.6,11.2,1.4,1.1,1.7,,,,,,,,0
SC,2021,asthma,9.7,8.8,10.7,1.2,0.9,1.6,,,,,,,,0
SC,2022,asthma,8.8,8.0,9.7,1.1,0.8,1.4,,,,,,,,0
SC,2023,asthma,8.6,7.7,9.6,,,,,,,,,,,0
SD,2019,asthma,9.2,7.8,10.9,,,,,,,,,,,1
SD,2020,asthma,8.8,7.4,10.5,,,,,,,,,,,1
SD,2021,asthma,9.4,7.8,11.2,,,,,,,,,,,1
SD,2022,asthma,8.5,7.0,10.2,,,,,,,,,,,1
SD,2023,asthma,9.4,7.8,11.4,,,,,,,,,,,0
TN,2019,asthma,9.8,8.8,11.0,1.0,0.8,1.2,,,,,,,,0
TN,2020,asthma,11.0,9.8,12.4,1.2,1.0,1.5,,,,,,,,0
TN,2021,asthma,11.7,10.5,13.0,1.1,0.9,1.4,,,,,,,,0
TN,2022,asthma,11.7,10.5,13.0,1.1,0.9,1.4,,,,,,,,0
TN,2023,asthma,11.1,10.0,12.4,,,,,,,,,,,0
TX,2019,asthma,7.6,6.7,8.5,0.7,0.6,0.8,,,,,,,,0
TX,2020,asthma,8.5,7.6,9.5,0.9,0.8,1.0,,,,,,,,0
TX,2021,asthma,9.0,8.1,10.0,1.0,0.9,1.1,,,,,,,,0
TX,2022,asthma,7.9,7.2,8.6,0.8,0.7,0.9,,,,,,,,0
TX,2023,asthma,8.3,7.4,9.3,,,,,,,,,,,0
UT,2019,asthma,10.9,10.2,11.6,0.9,0.6,1.4,,,,,,,,0
UT,2020,asthma,11.8,11.0,12.6,0.9,0.6,1.4,,,,,,,,0
UT,2021,asthma,10.8,10.0,11.5,0.8,0.5,1.3,,,,,,,,0
UT,2022,asthma,10.9,10.1,11.7,0.9,0.6,1.3,,,,,,,,0
UT,2023,asthma,10.9,10.2,11.8,,,,,,,,,,,0
VA,2019,asthma,9.4,8.7,10.3,1.0,0.8,1.3,,,,,,,,0
VA,2020,asthma,9.5,8.7,10.3,1.2,1.0,1.4,,,,,,,,0
VA,2021,asthma,10.7,9.9,11.6,0.9,0.7,1.1,,,,,,,,0
VA,2022,asthma,9.9,9.0,10.9,0.7,0.5,0.9,,,,,,,,0
VA,2023,asthma,10.1,9.0,11.2,,,,,,,,,,,0
VI,2019,asthma,,,,,,,,,,,,,,0
VI,2020,asthma,,,,,,,,,,,,,,0
VI,2021,asthma,5.8,4.0,8.3,,,,,,,,,,,0
VI,2022,asthma,10.7,6.4,17.3,,,,,,,,,,,0
VI,2023,asthma,5.7,3.7,8.8,,,,,,,,,,,0
VT,2019,asthma,12.7,11.4,14.2,,,,,,,,,,,1
VT,2020,asthma,12.2,10.9,13.6,,,,,,,,,,,1
VT,2021,asthma,13.0,11.7,14.4,,,,,,,,,,,1
VT,2022,asthma,13.3,12.2,14.4,,,,,,,,,,,1
VT,2023,asthma,11.4,10.2,12.6,,,,,,,,,,,0
WA,2019,asthma,10.5,9.8,11.3,1.0,0.8,1.2,,,,,,,,0
WA,2020,asthma,10.4,9.7,11.1,1.3,1.1,1.6,,,,,,,,0
WA,2021,asthma,11.2,10.5,12.0,1.0,0.8,1.2,,,,,,,,0
WA,2022,asthma,10.9,10.4,11.5,1.0,0.8,1.3,,,,,,,,0
WA,2023,asthma,10.7,10.2,11.2,,,,,,,,,,,0
WI,2019,asthma,10.9,9.7,12.2,1.1,0.9,1.4,,,,,,,,0
WI,2020,asthma,10.9,9.6,12.3,1.3,1.0,1.6,,,,,,,,0
WI,2021,asthma,11.1,9.9,12.4,1.0,0.8,1.3,,,,,,,,0
WI,2022,asthma,11.1,10.3,12.1,1.2,1.0,1.5,,,,,,,,0
WI,2023,asthma,11.0,10.1,11.9,,,,,,,,,,,0
WV,2019,asthma,12.1,10.9,13.4,,,,,,,,,,,1
WV,2020,asthma,13.5,12.4,14.8,,,,,,,,,,,1
WV,2021,asthma,13.0,11.9,14.2,,,,,,,,,,,1
WV,2022,asthma,12.9,11.7,14.3,1.0,0.6,1.6,,,,,,,,0
WV,2023,asthma,13.9,12.5,15.4,,,,,,,,,,,0
WY,2019,asthma,10.0,8.8,11.5,,,,,,,,,,,1
WY,2020,asthma,11.1,9.8,12.7,,,,,,,,,,,1
WY,2021,asthma,10.0,8.7,11.5,,,,,,,,,,,1
WY,2022,asthma,10.8,9.5,12.2,,,,,,,,,,,1
WY,2023,asthma,10.1,8.9,11.5,,,,,,,,,,,0
